reviewerID,asin,reviewerName,helpful,reviewText,overall,summary,unixReviewTime,reviewTime,day_diff,helpful_yes,total_vote
A24GQAPXMDZT0K,B007WTAJTO,Amazon Customer,"[0, 0]","Replaced a smaller and slower micro SD card in my phone. I've had other brands corrupt and die in the past. I've grown to only trust SanDisk.It is faster than most other micro-SD cards, the price was right at $27.",4,Decent speeds,1353888000,26-11-2012,742,0,0
A29TSPI4U7YV9M,B007WTAJTO,Amazon Customer,"[0, 0]","Simply put the card works well in my NOTE 3, gives me the extra space needed and to date has worked flawlessly. I upgraded from a 64GB Sandisk to the 128GB with no issues. Plenty of space available now in my phone and I can keep movies and music local. Some people have scoffed online about using such a large card but the reality of it is that you don't always have data service and when that time comes, such as when you're on a plane, its nice to have access to some movies and music that you've kept on local storage.So far its worked in my NOTE 3 and SG4.",5,just the thing I needed for my NOTE 3,1398729600,29-04-2014,223,0,0
A2S116Z6L8MP1X,B007WTAJTO,Amazon Customer,"[0, 0]","So I'm not going to pretend to be an expert on sd cards, but I still like this one. It is relatively inexpensive, works wonderfully for the movies I want to store and watch on my samsung galaxy tab 7 2.0, and I haven't had a single problem with storage yet.",5,All of the space!,1376265600,08-12-2013,365,0,0
A2E6R5K2VZ0N5Q,B007WTAJTO,Amazon Customer,"[0, 0]","Still working with no problems so far, so it seems to be reliable. Not sure what else to say, but they want more words.",5,Works Fine,1367020800,27-04-2013,590,0,0
A26MKYA0OFD9XI,B007WTAJTO,Amazon Customer,"[0, 0]",The card arrived promptly and has worked flawlessly in a dashcam. Would recommend purchase to others if they need this kind of card.,5,Good card,1388966400,01-06-2014,190,0,0
A2OWNOFM76M3VV,B007WTAJTO,Amazon Customer,"[0, 0]","The card looks good, works fine, I didn't do too much test with it.My only complaint until now is the package, there's a line marked on the back for you to cut, I cut along the line, and nothing happened, no opening at all, all cardboard glued tightly. so I cut near the card, only to found I cut the supposed plastic card case/storage shell, now I took it out, and no storage case to store. Not a functional problem, but annoying.",4,"Looks good, the package is horrible though",1355270400,12-12-2012,726,0,0
A3R2TY7PFN9VSM,B007WTAJTO,Amazon Customer,"[0, 0]","The package arrived on time, it's very well packed and it's got an adapter. It works perfectly with my phone, though it doesn't allow a computer format, once it's been on the phone, so it asks you to erase everything before you use it on a computer. So if you're planning on buying this for different purposes and devices, gotta be aware of this. I just need for my phone, so I transfer files with my usb cable, that works just right. I also give it a 3 star because it says there are 64gb, but even when it's totally formatted it only reaches to 60gb..sooo, I don't know where my other 4 gb are...anyways, overall it's working well. I do think it's expensive for what it is.",3,Almost,1375660800,08-05-2013,579,0,0
AS8984CRFM1OS,B007WTAJTO,Amazon Customer,"[0, 0]",There really isn't much to say about a micro SD card: it either works or it doesn't. I bought this to install in my phone and it seems to be working fine. The fit was perfect and the performance is totally satisfactory. I've never had any trouble with SanDisk products and this will likely be no exception. It was a great value compared to places I had priced locally.,5,What's there to say about an SD card?,1353974400,27-11-2012,741,0,0
A1TGQIP9QXYFUZ,B007WTAJTO,Amazon Customer,"[0, 0]",The SanDisk Ultra 16GB memory card has shown no sign of not being exactly what I needed.  A good deal.,4,Good value,1395878400,27-03-2014,256,0,0
A2Z2ANFDUJBB9R,B007WTAJTO,Amazon Customer,"[0, 0]",This card has worked flawlessly in my phone for about three months! I had an smaller and slower card in it that this replaced. When doing pictures and video you can definitely tell the difference in write speed between a class ten and four.,5,works fast and great,1388534400,01-01-2014,341,0,0
A3DH4XZEZHQRRE,B007WTAJTO,Amazon Customer,"[0, 0]",This chip is holding all my music and photos so they are ready to share with friends and family on my tablet. Quick response and no drop outs or lags.  Price was amazing!!,5,It's from SanDisk!,1390867200,28-01-2014,314,0,0
A290EDOBCFN9WY,B007WTAJTO,Amazon Customer,"[0, 0]","This is a great SD card, it's very fast and works well.  I have been using it for my GoPro with no complaints.",5,Good SD card,1372291200,27-06-2013,529,0,0
AK3D1F2TEULT0,B007WTAJTO,Amazon Customer,"[0, 0]",This is a very fast microSD card compared to the class 4 speeds. It looks nice and it works. I'm not sure what else I can say other than that I have no problems with it and it hasn't died on my yet.It's been about 4 months at least now in my Samsung Galaxy S3. The S3 had a reputation for breaking sandisk sd cards for some reason and it's only randomly unmounted about 3 times but easily remounted with a take out and put back in with maybe a restart on the phone to refresh some apps to see it. I think this is just because the Galaxy S3 tends to get really hot right below the sd card which might damage it a bit. I don't think they put it in a good spot but that has nothing to do with the card itself so just get it if you want a nice sd card.,5,Fast,1376352000,13-08-2013,482,0,0
A1W8SS7X5XJAYT,B007WTAJTO,Amazon Customer,"[0, 0]","This is the best accessory that you can buy for your smartphone! Simple explanation:1) I loaded all my HD movies onto this micro SD card, inserted it into my Samsung Galaxy S3, and it plays them superbly without ANY delays, as it it up to 30mb/s read speed!2) The most important reason for this being the best accessory for your phone is to think about this: The premium you pay for an iPhone 64GB is $200. The price you pay for this 64GB micro SD card is $50 (depends on Amazon's pricing at the time). That means you get the same thing for $150 less, AND you can interchange your SD card between devices (if you buy a new tablet for example).No brainer.Note that it reads only at 10mb/s, so a 7GB HD movie will take about 10 - 15 minutes to load up.",5,Brilliant! Price beats iPhone's $200 price for 64GB phone by $150!,1358035200,13-01-2013,694,0,0
AMUP3M2Z2SBE3,B007WTAJTO,Amazon Customer,"[0, 0]",This is the biggest memory card I have at 32 gig.  It works fine!  I am using it on an 8 inch Dell tablet with Windows 8 and a solid state 8 gig hard drive.,5,reliable,1402444800,06-11-2014,32,0,0
ARUD1PVNGZXQX,B007WTAJTO,Amazon Customer,"[0, 0]","This is the latest version of the microSD cards Class 10. I purchased it for Asus MemoPad HD 7 tablet which I use mostly to play movies for my son. Since all of our movies are in HD I wanted to ensure I have a fast storage card so movies can play smoothly.This is also very important when taking pictures or videos. The faster the SD card is, the faster the device will process and store the picture and release the camera for the next picture.. with Android 4.2 JellyBean, Google introduced burst picture taking which allow you to long press the shutter and the camera will take several pictures in a row. This is great if you are trying to shoot something in motion. A fast SD card is essential for this feature to work properly.",5,Fastest Card,1386720000,12-11-2013,391,0,0
A3FDZRZPFZG2U5,B007WTAJTO,Amazon Customer,"[0, 0]","This is the SD card you need for your smart phone. I bought this for my S3 and been using it for over a year and it works perfect. I don't think ill ever have to worry about running out of space. Plus the price on Amazon, you cant beat it.",5,Bought for my Galaxy S3,1392768000,19-02-2014,292,0,0
A1BHXKYIOZLKE,B007WTAJTO,Amazon Customer,"[0, 0]",This is the second one of these SanDisk 32 GB MicroSDHC cards I have bought.  One I installed in my Samsung Galaxy S3 and this one I installed in my Samsung Galaxy Tab 3 - 8.0.  These are excellent options for both devices to expand storage.  One of the reasons I went with Samsung products is because you can use MicroSD cards unlike Apple iPhone products where you can't.,5,SanDisk Ultra 32 GB MicroSDHC,1395446400,22-03-2014,261,0,0
A149EPYL6YG1EI,B007WTAJTO,Amazon Customer,"[0, 0]","This provides plenty of storage capacity for your tablet and mobile devices - I've put this into all my cellphones and Android tablets. After twelve months of use, downloading music, videos, apps - there is plenty of room left.The class 10 version is also great for phone/tablet cameras as well for a stand alone camera (yes I still use a digital camera - so yesterday). This is a must for HD action video camera/recorder as well. The price continues to drop so it is very affordable now - unless your device can take the 64Gb version - I'd go with the higher capacity for video recording devices.",5,Great performance and reliability,1386288000,12-06-2013,544,0,0
A1UJZEEH7YZZ63,B007WTAJTO,Amazon Customer,"[0, 0]",This was the perfect addition to my Surface tablet.  It came in easy to open packaging and it worked from the moment I pout it in the Microsoft Surface tablet.  Expanded my 32 g tablet to a lot more storage for movies and music.,5,Nice,1359158400,26-01-2013,681,0,0
AXPAIEE0732A9,B007WTAJTO,Amazon Customer,"[0, 0]","This works on my phone and is amazing, however it seems to transfer pretty slowly.  I move a lot of music and movies on and off my phone so it can be annoying.  I'm not sure if my phone or this card is the weak link though.  I have Note 2.Anyways, it was cheap and it works, that is all that matters.  Buy it!!!",4,"It works, but seems slow",1367798400,05-06-2013,551,0,0
AT9ORH663C6RB,B007WTAJTO,Amazon Customer,"[0, 0]",This works perfect in my Dell Venue Pro 8. All I had to do was to reformat the card before using it.,5,great SD card,1394409600,03-10-2014,66,0,0
A6LKD6TFIBCXC,B007WTAJTO,Amazon Customer,"[0, 0]",Wanted more space on my smartphone.  Works great. What else can I say. Thinking of buying another as a back-up for my stuff.,5,Nice Card,1383523200,11-04-2013,606,0,0
A2SVYSBYZJKGE2,B007WTAJTO,Amazon Customer,"[0, 0]",We bought this to go with our new Samsung Galaxy Tab 4. Works great and allows us to add a lot of videos onto our tablet.,5,Works great,1402617600,13-06-2014,178,0,0
A2JIAV2FQLWG85,B007WTAJTO,Amazon Customer,"[0, 0]","We use these for our Samsung Galaxy 4s phones and they are amazing because I can now take a gazillion pictures! I only wish that I could separate the pictures on the memory card into folders but that is a Samsung issue, not the memory card issue.",5,Memory Card,1387152000,16-12-2013,357,0,0
ABFBA039H3S1Z,B007WTAJTO,Amazon Customer,"[0, 0]","What is there to say about a sd card. It works, and it's a class 10 card. The price was decent. I needed one for my android tablet, shopped around and this one seemed like the best choice.",5,Good value,1373155200,07-07-2013,519,0,0
A3S86II8A99U86,B007WTAJTO,Amazon Customer,"[0, 0]","What more can you ask for ?  No errors ever detected by Android OS, and having this unit plugged into my tablet means I'm never without data or pictures that I want.",5,Working well for a year,1393113600,23-02-2014,288,0,0
A37E5KVAKOZFVS,B007WTAJTO,Amazon Customer,"[0, 0]","When I first got this card, it worked perfectly in my Galaxy S3 phone.  Then, I rooted the phone and installed the Cyanogen Mod ROM to gain additional features not available from my carrier.  The card was instantly corrupted by that ROM, because it's formatted with a filing system the ROM doesn't support.  Fortunately there was nothing on the card I couldn't replace.I ended up having to use a third-party utility to format the card with a filing system supported by both Windows and the ROM.Once properly formatted, there have been no corruption or data loss issues and the card has performed well.If you are using a stock Galaxy S3 ROM, you'll have no problem at all.  You'll find the card roomy and fast.",5,"Nice card, but beware with Cyanogen ROM on GS3",1356566400,27-12-2012,711,0,0
A28ZC6QIVN5DPR,B007WTAJTO,Amazon Customer,"[0, 0]",Worked fine in my Samsung S4 for one year.  Then it stopped allowing writing to the card.  Would not format even on a PC or with another device.  The data is still there but cannot be erased.,1,Stopped working after 1 year,1404259200,07-02-2014,304,0,0
A38VRY1S5DKYAV,B007WTAJTO,Amazon Customer,"[0, 0]",Worked with my Samsung Galaxy S3 perfectly. I finally have the space to take all my current digital content with me when I am on a plane.,5,Movies Movies everywhere,1381449600,10-11-2013,393,0,0
A1YR583U3GDB03,B007WTAJTO,Amazon Customer,"[0, 0]","Works fine in my Sony RX100 using the provided adapter, but who would expect otherwise.  Bought the more expensive micro with adapter rather than full size SD so that I can move it to other devices that take micro SD.Prime shipping arrived in one day.",5,Works fine in my Sony RX100 . . .,1358985600,24-01-2013,683,0,0
A3MUN5G2WJ9Y99,B007WTAJTO,Amazon Customer,"[0, 0]","Works Great!  I was running out of room on my 32GB card on my Galaxy Note 3.  This solved my problems nicely!  Now I have enough space for movies, music and photos on my device!  I don't think I will be running out of space for a while!",5,Solved my storage problems!  Works great on GN3.,1386547200,12-09-2013,452,0,0
A2CQ9WDCQOBPRP,B007WTAJTO,Amazon Customer,"[0, 0]","Works great, Plug & PlayLoads of room for whatever your needs are.I would not hesitate to recommend this product.Great card, Great price!",5,Use it for my Dash cam,1371686400,20-06-2013,536,0,0
A3VATCL6A32OJ5,B007WTAJTO,Amazon Customer,"[0, 0]",Would not work in my Samsung Galaxt Tab 2 7.0 3G that I purchased it for.  But it does work fine in my Asus TF700. So I swapped the cards between them and everythings's OK.  First time I've seen this with a Sandisk product.,4,Picky,1361145600,18-02-2013,658,0,0
A1FZKP9XTKMALD,B007WTAJTO,Amazon Customer,"[0, 1]","Does what it says. Hasn't broken yet, and I hope it doesn't break. I've had luck with this brand before. Usually get bored with the product before it breaks.",3,Gets the job done,1375401600,08-02-2013,668,0,1
A242GRU73R7VVV,B007WTAJTO,Amazon Customer,"[0, 2]","My card got so hot it almost melted. Crazy! But you card somewhere else, I know I Wii! I'm not taking the chance of ruining one of my devices. No thanks",1,stay away,1361750400,25-02-2013,651,0,2
A308JP3BK4VAL7,B007WTAJTO,Amazon Customer,"[0, 3]","Thus microSD card worked fine for a year in my Samsumg Note II. I mostly used it to listed to downloaded music from Spotify. It has actually failed &#34;twice&#34;. When it failed the first time (the phone couldn't &#34;see&#34; that I had a card installed) I thought maybe something had merely corrupted it, so I formatted it, put it back in my phone, and re-downloaded all my playlists. It worked for two months and then failed again. I don't plan to try formatting it again, I'll switch to a different brand of card.",2,Inadequate life span - lasted 1 year then failed,1398643200,28-04-2014,224,0,3
A2SDFXSJ1EVDUF,B007WTAJTO,Amazon Customer,"[1, 1]",Got this for the Dell Venue 8 Pro and it works perfectly. No complaints. Here are more words to complete my review.,5,Works on Dell Venue 8 Pro,1388620800,01-02-2014,310,1,1
AV178ZN8DWXTP,B007WTAJTO,Amazon Customer,"[1, 1]","I bought this the day it came out for the great price of $119.99 and it finally showed up a month later. (I knew this going in). I put it in my Galaxy note 3 and it instantly recognized it and I was set.Speeds in my laptop via the included adapter ranged from 15-30mb read speed and about 12mb write speed. I copied an entire 64 GB card over to this one, and it took some time, but now I have double the space.",5,Verified Amazon purchase and it works perfectly,1395705600,25-03-2014,258,1,1
AM1W0R417365X,B007WTAJTO,Amazon Customer,"[1, 1]",I confirm this works for my note on CM10 nightly. however it did not work upon arrival. It had to be re-formatted into FAT32. I used a small program fat32format through Google. I believe other programs would work too.,5,Awesome for Galaxy note 1 android CM10 nightly,1351209600,26-10-2012,773,1,1
A1Z82WO6ZE9IEY,B007WTAJTO,Amazon Customer,"[1, 1]","If storage is what you need for your tablet, then this is pretty much a no brainer as long as it supports it :) Would recommend if you have a Galaxy Note 10.1",5,This works great on the Galaxy Note 10.1!!,1364428800,28-03-2013,620,1,1
A2O8NMK3RVDBAE,B007WTAJTO,Amazon Customer,"[1, 1]","I have this regularly plugged into my ASUS Transformer TF300T tablet as extra storage. But with the included adapter I can also plug it into my laptop. So I use it as a sort of &#34;sneaker-net&#34;, allowing me to move 30 GB of data to what ever I am using at the time. It is filled mostly with pictures and movies. The speed of this makes it convenient for transferring large amounts of data. I'll be buying another one of these in the near future.",5,"Speed, capacity and price!",1378080000,09-02-2013,667,1,1
A28KMSJN3B5DI2,B007WTAJTO,Amazon Customer,"[1, 1]","I made sure to get the one in the retail packaging when ordering. It arrived next day from Amazon. I tore open the packaging and inserted the card directly into my Note 10.1. The card was picked up right away, no formatting needed. I will say, I had updated my unit to 4.1.2 first so I am unsure if the update is what made the recognition so easy. Already crammed it half full with movies and music. Plays all of them smooth with no lag or speed issues whatsoever. I think I will get another.",5,Works great for Galaxy Note 10.1,1360195200,02-07-2013,524,1,1
AFNG8O2DXRCUV,B007WTAJTO,Amazon Customer,"[1, 1]","Just got this 128GB micro SD card and put it in my Samsung Note 3, replacing a 64GB Sandisk card before. The Storage under settings show 119GB free space! It was as easy as 1-2-3.Testing it using SD card reader on my laptop, I get around 45MB/s read, and close to 30MBs write. That's above the advertised throughput.So far I populated around 100GB of video files, and after a week of 3-4 hours of playing videos from the SD card, there has been absolutely no glitches, no hanging, and no errors!",5,Works well with Samsung Note 3,1402185600,06-08-2014,124,1,1
A3OU1EOI9ESAJ1,B007WTAJTO,Amazon Customer,"[1, 1]","SanDisk continues its legacy with this high-speed microHD card. A definite must for your tablet or smartphone, provided it accepts external memory cards. Then again, why would you buy one that doesn't?",5,Great fast memory card straight out of the box,1386979200,14-12-2013,359,1,1
A1VCZAJFOYEU38,B007WTAJTO,Amazon Customer,"[1, 1]",This micro sd card does what is supposed to do and more. My phone actually feels faster. And i got tons of storage.,5,Great micro sd card,1345680000,23-08-2012,837,1,1
AQXF6K2KTA29J,B007WTAJTO,Amazon Customer,"[1, 1]","Works as expected.Love having more room for picture files,etc.on my Samsung galaxy tab 3.Buy this one,its just right,you wont be sorry.",5,Good product,1394582400,03-12-2014,5,1,1
A3KZUJLA2X2LLC,B007WTAJTO,Amazon Customer,"[1, 2]","Received one - didn't work. Not readable on my Mac or my Win 7 PC. Tried another - retail packaging and is raw format and although my Galaxy S3 sees it, it won't write or format and the computers don't pick it up either.Taking the other person's 1 star review and trying a class 6. Can't afford to lose data, not that I can write to these anyway. Both went back.",1,Not much use,1353974400,27-11-2012,741,1,2
A1FO7HJPJVH7W0,B007WTAJTO,Amazon Customer,"[2, 2]","I purchased this memory card for use in a Galaxy S2 smart phone.  Music stored on the card plays without problems.  Works great and while not the cheapest, the price was not bad.********Update 11-28-12*********After about 1 month of use, the card failed.  After a few emails to SanDisk, they issued and RMA and promptly provided a warranty replacement.  On the whole great service.  These things are tiny and some failures are expected, so as long as this one keeps working, I still give it 5 stars.",5,Works well in my phone,1350864000,22-10-2012,777,2,2
A32Z0YUCFNLLD4,B007WTAJTO,Amazon Customer,"[2, 2]","Works fine my Virgin Mobile HTC EVO V. The phone didn't recognize it at first, but after formatting it's all good.",5,HTC EVO V,1345852800,25-08-2012,835,2,2
A21CYI1S9R15FX,B007WTAJTO,"Amazon Customer ""Hialloy""","[0, 0]",This Micro SD card works great in my Hero 3 Black edition. I have never had any problems with any SanDisk product that I have owned.,5,No Problems,1375142400,30-07-2013,496,0,0
A1LBP4JPFBV50J,B007WTAJTO,"Amazon Customer ""Hospitality Professional""","[0, 0]",This product was early coming in. It works great in my Samsung Galaxy Note 10.1 tablet. It's easy to upload and export items from multiple devices with the adapter that comes with it.,5,29GB of usable storage.,1375056000,29-07-2013,497,0,0
A2TKDJOMONOBWY,B007WTAJTO,"Amazon Customer ""INFJ Emily""","[0, 0]",I love this 64 GB microSD.  I dont ever have to think about it now.  I love that we can get such a large amount of memory for our devices.,5,I have no memory troubles-- on my tablet at least,1382832000,27-10-2013,407,0,0
AZEOYC4VU91P6,B007WTAJTO,"Amazon Customer ""Jerry""","[0, 0]",All the horror stories about SD memory not really being the density reported.  I loaded two of these things to the max.  All data is accessible.,5,Load it fully it works fine,1400976000,25-05-2014,197,0,0
A16ARWY4RXPLWY,B007WTAJTO,"Amazon Customer ""-JJ""","[0, 0]",It's worked great with my Galaxy S4 cell phone. Videos and photos taken with the phone automatically get stored to the memory card after it was installed as do may apps.  No issues.,5,Installed in a Samsung Galaxy S4,1380326400,28-09-2013,436,0,0
A2J26NNQX6WKAU,B007WTAJTO,"Amazon Customer ""johncrea""","[38, 48]","Bought this card to use with my Samsung Galaxy Tab2 7in tablet, based on others who have reported getting it to work in their Galaxy Tab 2.Bottom line, you gotta reformat this card as FAT32 with 32kb sectors to work in the Galaxy Tab 2, and that requires jumping thru some hoops as Win6/Vista does not even offer the choice to format as FAT32, only as NTFS or exFAT, neither of which will work with the Galaxy Tab 2 (Android v4.04)  You have to use 3rd party software to accomplish this.  A FREE solution is the EaseUS Partition Master free software you can download from cnet or direct from EaseUS.  I had a commercial package already installed (Acronis DiskDirector) that I used.Once fomatted as FAT32 with 32kb sectors, the card is recognized AND all the space is seen and useable.Highly recommended if you need the space.  I would assume that this would also make LARGER microSDXC cards work as wellJohn",5,Samsung Galaxy Tab2 works with this card if reformatted,1344816000,13-08-2012,847,38,48
A29XM3V4ES2Q9F,B007WTAJTO,"Amazon Customer ""KAS""","[0, 0]","I got this for my cell phone and it was easy to put in. I have had not problems with it at all, it's been in my phone for a few months now and it's great having all the extra storage for pictures. I got it on time and it was so easy to remove from the package.",5,Works great,1393804800,03-03-2014,280,0,0
A1ZQAQFYSXL5MQ,B007WTAJTO,"Amazon Customer ""Kelly""","[422, 495]","If your card gets hot enough to be painful, it is defective and you need to contact SanDisk!From my experience, the larger micro SDs run hot on format and writing, but not to the pain threshold!I purchased one of these cards to use in a camera and Android tablet.  Great read speed but write speed was okay.  Used card for about two weeks and then all my files disappeared!  Tried to format the card and three different computers with XP, Windows, and Linux couldn't format it.  The camera and tablet couldn't format it.  I RMA'd it and got another because SanDisk is a good brand.  I did notice that when formatting or writing the card it got hot, very hot.Second card didn't last 24 hours and had the exact same symptoms as the first card.  Write a file or format it resulted in the card getting hot enough to reach the pain threshold.  I called up SanDisk and while explaining this was the second card I'd received with the exact same symptoms, when I mentioned it getting hot, they immediately issued me an RMA.  They said they were told to issue an RMA the moment they heard a card ran hot.Smaller SanDisk micro SD's or regular SD's I have or use don't do this.  I think SanDisk has an issue with this card.The last 4 digits of the part number refer to the date code and origin of the card.  Both cards had different date and origin codes.",1,"Warning, read this!",1346544000,09-02-2012,1033,422,495
A71QPH8YAG2TG,B007WTAJTO,"Amazon Customer ""Kung-Fu master""","[0, 1]",Great card for a great price read and write speeds are on par with what is posted on the specifications detail report.,4,Fantastic,1397260800,04-12-2014,4,0,1
A248KV0TY6IMKS,B007WTAJTO,"Amazon Customer ""Laram""","[0, 0]","Does not work.  I have a card purchased at Best Buy that looks identical side by side.  BUT!  Transferring music onto the Best Buy purchased card was extremely fast.  100+ meg albums transferred in 2 to 3 seconds.  On these cards, a 61 meg album was at 18 minutes remaining with less than a quarter of the album transferred.  I bought two, so I figured maybe a bad card.  Tried the other, same thing.  Extremely slow.  Wonder if they are even real.",1,Junk.,1386720000,12-11-2013,391,0,0
A2YA2473TI3MIO,B007WTAJTO,"Amazon Customer ""lifesavr""","[0, 0]","My pour Note 2 has been working absolutely overtime.  I just love it so much.  So I am downloading a great many pictures, audible books, and of mp3's from Amazon.  With all of these many interest of mine working over time I soon found that the 32 GB microcard was just too small.  So when Amazon had a great sale on the 64 GB ones I purchased it.  My main concerns was would it work in my phone and be fast enough to do so seamlessly.  Well that it was this 64 GB microSDXC Class 10 did.  So whatever SanDisk wants to name it, the bottom line is that it works seamlessly and now I don't get those nasty warnings telling me my memory was almost full.  It is very nice that Samsung realized the need to be able to use such larger memory cards, and the Note 2 allows this size card use without any issues at all.",5,This works very well in my Samsung Galaxy Note 2,1393459200,27-02-2014,284,0,0
A2AW2VXD1W0S1P,B007WTAJTO,"Amazon Customer ""mgpiccinini""","[0, 0]","Gave to my Samsung galaxy note 10.1 the power to take and use it with any kind of application. Quick, easy, install and play.",5,Excelent,1385164800,23-11-2013,380,0,0
A123M9EBHM9NRB,B007WTAJTO,"Amazon Customer ""mgypsy62""","[0, 0]","So far so good. I've never noticed a difference in memory cards, I'm just very glad to have extra memory!",5,good card,1383350400,11-02-2013,665,0,0
A15X60NOGL3WDW,B007WTAJTO,"Amazon Customer ""Milo""","[6, 7]",I replaced a 64GB card in my note 3 with this 128GB card and everything seems to be working just fine as expected.  I've been using the card for about a week.,5,Working fine in my Note 3,1396310400,04-01-2014,338,6,7
A1JNST6KMJPD4U,B007WTAJTO,"Amazon Customer ""MrCTX1""","[0, 0]","I have been amazed at memory pricing, but this little card is inexpensive, fast and just what I needed for my new tablet.",5,Memory Card for My New Tablet,1380844800,10-04-2013,607,0,0
A3LDAG4FVWGCNT,B007WTAJTO,"Amazon Customer ""Mr. Ed""","[0, 0]","Be aware--if you want to use this device to record and play high-definition video with files greater than 4gb, you'll need to format the card as exFAT or NTFS (if you want to play the files on either a PC or a Mac. But it works well after properly formatting.",4,"Once properly formatted, the card reads and writes effectively. Does very well for playing High-Definition video content.",1366070400,16-04-2013,601,0,0
A392ZR68AKLDCK,B007WTAJTO,"Amazon Customer ""Music Fan""","[1, 1]","I think this is probably a fine product, but it wasn't compatible with my Samsung Galaxy S3 phone. Formatted as exFAT (as it came from the factory), didn't work at all, but that's a known problem with the GS3. But even after reformatting to FAT32, the card caused my phone to reboot multiple times.",3,Not recommended for the Galaxy S3,1374796800,26-07-2013,500,1,1
A2ETVM09XDOUEA,B007WTAJTO,"Amazon Customer ""Natural Maven""","[0, 0]",Amazon sells this card for a great value! No local store even comes close to this price. It has plenty of room on it for lots of storage.,5,great value,1378425600,09-06-2013,547,0,0
AALR6CRH97JG1,B007WTAJTO,"Amazon Customer ""NoClue-Really!""","[0, 0]",These cards work well with many of our pieces of electronic equipment when we travel.  The price was perfect and none failed. They also worked with the readers we had.,5,I like these 32gb Cards,1359331200,28-01-2013,679,0,0
A3UJU8BFOTCWAO,B007WTAJTO,"Amazon Customer ""Nurseychic""","[0, 0]",Great price on the 64GB mircoSD card... my boyfriend has had it in his Galaxy note 2 for the past few months.. and I just got a note 2 and just bought another one for my phone!  :),5,works great,1360368000,02-09-2013,462,0,0
A2VTRRVQM6BJDW,B007WTAJTO,"Amazon Customer ""orpheus66""","[0, 0]","Lots of capacity, no problems with loading it up, and no issues with corruption.  Transfers and access are fast and you really can't beat the price for a name-brand card.Not much more to say... it's a memory card that works :-)",5,"Fast, reliable, affordable",1383177600,31-10-2013,403,0,0
APXLYTPPTBXJK,B007WTAJTO,"Amazon Customer ""patwood""","[0, 0]","Memory cards are almost commodity items now, but I still prefer name brands with 5+ year warranties.  Had a problem with a Sandisk a while back, and they replaced it under warranty without any hassle.",5,works as expected,1400025600,14-05-2014,208,0,0
A2DQ2U5BYIXNUJ,B007WTAJTO,"Amazon Customer ""PawsitivelySafe""","[0, 0]",I have two of these and use them for my Galazy Note 2. It's great having the flexibility to keep extra storage with you for your 'phablet'.So far they have done what they are intended to do.,3,Micro SD Card Functions Well,1387152000,16-12-2013,357,0,0
A31EF21IMGXE7F,B007WTAJTO,"Amazon Customer ""Questions Authority""","[0, 0]",can't say enough about it ... just works perfectly every time ... wish I could say the same about people ... great product,5,"excellent storage, works every time",1395878400,27-03-2014,256,0,0
A17Q1SQXKDRIQQ,B007WTAJTO,"Amazon Customer ""Redstorm""","[0, 0]","When I placed this in my Galaxy S4 phone it read it right away at 29.7 GB. Which is expected to loose a few GB. I transferred file from my old card and it was done fast. Although I didn't have large files to start with. I had been looking for a large card and this one fits the bill. The other reviews helped sway my choice. I would recommend this card, so far no issues.",4,Good card,1392163200,02-12-2014,6,0,0
A2ILUNU5WIB9E1,B007WTAJTO,"Amazon Customer ""Rhynno""","[0, 0]","This itty, bitty SD card packs a whole lot of punch!When I saw how small this was, I was blown away.65GB in something the size of my pinkey fingernail, AMAZING!I have used it on my camera and my phone.I would highly recommend this to anyone.",5,Very happy with all the storage this little bugger has,1368835200,18-05-2013,569,0,0
AMP5WITG8PCCM,B007WTAJTO,"Amazon Customer ""Ron Gillum, MD""","[0, 0]","This works perfectly in my Samsung Galaxy Tab 3 new cell phone, greatly expanding memory. It installs very quickly and easily. easily",5,MicroSDXC 64GB memory card.,1389139200,01-08-2014,129,0,0
A22B2Z50Y0PV3E,B007WTAJTO,"Amazon Customer ""RopinTony""","[0, 0]","excellent product.  great storage capacity.  super fast.  delivery was excellent as alwaysPros =- everythingcons: noneputting in more so I make 20 words. not much to say, it's a perfect product.  exactly what it says it is",5,"Perfect, Great Price",1351209600,26-10-2012,773,0,0
A11YIDLENN53FX,B007WTAJTO,"Amazon Customer ""Rus Robinson""","[0, 0]","Adding this unit to my Galaxy S III gave me a hand held that was faster, powerful, and had more storage space than my first NEW PC purchase in 1991.  Dig it!",5,Awesome!,1354752000,12-06-2012,909,0,0
A24R1V5S7JP0MR,B007WTAJTO,"Amazon Customer ""shawnzulma""","[0, 0]","What can I say.  I got this at a one day sale only on Amazon and wow this things worked smoothly. No errors, no formatting needed. I just popped it into my GSIII and it worked like a charm",5,Great  Price ..great product!,1356998400,01-01-2013,706,0,0
A32QSKCT69C2Z3,B007WTAJTO,"Amazon Customer ""spark_plug_y2k""","[0, 0]",It works good with my phone.  Very fast when it is used.  Camera seems to work better.  Thanks for the deal.,5,Great Card,1353974400,27-11-2012,741,0,0
